Kategori,Başlık,İçerik
Spor,Basketbol Türkiye Kupası Fenerbahçe'nin,"Basketbol Erkekler ING Türkiye Kupası'nı, finalde Anadolu Efes'i 80-67 yenen Fenerbahçe Beko kazandı."
Spor,Ayhancan Güven 2024 sezonuna birincilikle başladı,"Milli otomobil sporcusu Ayhancan Güven, ekip arkadaşlarıyla Bathurst 12 Saat Yarışı'nı zaferle tamamladı."
Spor,Bilal Erdoğan 6. Etnospor Forumu'nu değerlendirdi,"Dünya Etnospor Konfederasyonu Başkanı Bilal Erdoğan, ""Uluslararası geleneksel Etnospor organizasyonlarında kullanılacak ortak kural setlerinin belirlenmesinde Dünya Etnospor Konfederasyonunun bir otorite konumuna gelmesiyle ilgili bir niyet belgesi imzaladık."" dedi."
Spor,Antalya'da düzenlenen 6. Etnospor Forumu sona erdi,"Dünya Etnospor Konfederasyonu tarafından, ""Geleneksel sporların ihyası"" parolasıyla Antalya'da düzenlenen 6. Etnospor Forumu, tamamlandı."
Spor,Altıncı kez şampiyon oldu,"Katar'da düzenlenen FINA Dünya Su Sporları Şampiyonası'nda heyecan devam ediyor. İsveçli Sarah Sjostrom, 50 metre kelebekte art arda altıncı kez şampiyon oldu."
Spor,Jordan Stolz dikkatleri üzerine çekti,"Dünya Sürat Pateni Şampiyonası'nda madalyalar sahibini buluyor. Erkekler 500 ve bin metrede altın madalya sevinci yaşayan Jordan Stolz, başarısı ile dikkatleri üzerine çekti."
Spor,Trabzonspor efsanesi Ahmet Suat Özyazıcı,"Trabzonspor'un efsanevi teknik direktörü Ahmet Suat Özyazıcı, vefatının 1. yılında anılıyor."
Spor,Başakşehir'den tarihi anlaşma,"RAMS Başakşehir, City Football Group ile futbol odaklı iş birliği anlaşması imzalandığını açıkladı."
Spor,Trabzonspor deplasmanda kazandı,"Trendyol Süper Lig'in 26. haftasında Trabzonspor, deplasmanda Siltaş Yapı Pendikspor'u 2-0 mağlup etti."
Spor,Gaziantep'te kazanan çıkmadı,"Trendyol Süper Lig'in 26. haftasındaki Gaziantep FK, sahasında Yılport Samsunspor'la 1-1 berabere kaldı."
Spor,Adana Demirspor uzatmalarda maça ortak oldu,"Trendyol Süper Lig'in 26. haftasında Coredon Alanyaspor, sahasında Adana Demirspor ile 3–3 berabere kaldı. Adana ekibi, 90+7. dakikada maça ortak oldu."
Spor,"Milli halterciler Onur, Muhammed Emin ve Büşra, yarın podyuma çıkacak","Bulgaristan'da devam eden Avrupa Şampiyonası'nda milli haltercilerden erkekler 109 kiloda Onur Demirci ve Muhammed Emin Burun ile kadınlar 87 kiloda Büşra Çan, madalya mücadelesi için yarın podyuma çıkacak."
Spor,Bakan Bak'tan Mümin Talip Pazarlı için taziye mesajı,"Gençlik ve Spor Bakanı Osman Aşkın Bak, TFF 2. Lig'de yer alan Serik Belediyespor'un futbolcusu Mümin Talip Pazarlı'nın vefatı dolayısıyla başsağlığı mesajı yayımladı."
Spor,"Fenerbahçe, deplasmanda ilk kez geriye düştüğü maçta 3 puana uzandı","Çaykur Rizespor deplasmanından 3 puanla dönen Fenerbahçe, bu sezon dış sahada ilk kez geriye düştüğü bir maçı kazandı. 200 gün sonra Fenerbahçe forması giyen Serdar Dursun, golle döndü."
Spor,NBA All-Star maçı heyecanı başlıyor,"NBA All-Star maçı, yarın sabaha karşı oynanacak. Yıldız isimlerin yer alacağı maçta basketbolcular yeteneklerini sergileyecek. Doğu ve Batı Konferansı takımlarının karşı karşıya geleceği NBA All-Star maçı, pazartesi günü TSİ 04.00’de başlayacak."
Spor,"Başakşehir, yarın Kayserispor'u konuk edecek","RAMS Başakşehir, Trendyol Süper Lig'in 26. haftasında yarın Mondihome Kayserispor'u konuk edecek. Başakşehir Fatih Terim Stadı'nda saat 20.00'de oynanacak müsabakayı Oğuzhan Çakır yönetecek."
Spor,Muhammet Karavuş'tan gümüş madalya,"Romanya'nın başkenti Bükreş'te düzenlenen Avrupa Güreş Şampiyonası'nda serbest stil 57 kiloda Muhammet Karavuş gümüş, 97 kiloda İbrahim Çiftçi de bronz madalya kazandı. Avrupa Güreş Şampiyonası'nda Türkiye madalyaları toplamaya devam ediyor."
Spor,Beşiktaş ile Konyaspor arasındaki 46. randevu yarın,"Beşiktaş ile TÜMOSAN Konyaspor, Süper Lig'de yarın 46. kez karşı karşıya gelecek. İki takım arasında Süper Lig'de oynanan 45 maçta Beşiktaş'ın galibiyetlerde 25-6, gol sayısında ise 88-43 üstünlüğü bulunuyor."
Spor,Galatasaray'dan futbolcular için motivasyon hamlesi,"Galatasaray Sportif AŞ Başkan Vekili Erden Timur, Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü MKE Ankaragücü ile karşılaşacak sarı-kırmızılı takıma özel motivasyon çalışması yaptı."
Spor,Carlo Ancelotti: Arda Güler artık ilk 11'de oynayabilecek durumda,"İspanya 1. Futbol Ligi'nde (La Liga) 25. hafta maçında 18 Şubat Pazar günü deplasmanda Rayo Vallecano ile karşılaşacak Real Madrid'de teknik direktör Carlo Ancelotti, Arda Güler'in ilk 11'de sahaya çıkabilecek durumda olduğunu söyledi."
Spor,Abdülkadir Ömür asist yaptı Hull City kazandı,"İngiltere Championship’te Hull City, 90+4. dakikada Abdülkadir Ömür'ün asist yaptığı maçta Huddersfield’ı deplasmanda 2-1'lik skorla mağlup etti."
Spor,"Rizespor'da 4, Fenerbahçe'de tek değişiklik","Trendyol Süper Lig'in 26. haftasında Çaykur Rizespor'a konuk olan Fenerbahçe'de teknik direktör İsmail Kartal, ligde son oynadıkları Corendon Alanyaspor maçının ilk 11'ine göre kadrosunda tek değişikliğe gitti."
Spor,Milli güreşçi Muhammet Karavuş gümüş madalya aldı,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcu Muhammet Karavuş, serbest stil 57 kiloda Ermenistan'dan Arsen Harutyunyan'a finalde kaybetti ve gümüş madalya aldı."
Spor,Milli güreşçiler finale yükseldi,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda serbest stilde milli güreşçiler Taha Akgül, Soner Demirtaş ve Feyzullah Aktürk, finale yükseldi."
Spor,Fenerbahçe Rize'de geriden gelerek kazandı,"Fenerbahçe, Trendyol Süper Lig'in 26. haftasında deplasmanda, 1-0 geriye düştüğü maçta, Çaykur Rizespor'u 3-1 yendi. Sarı lacivertlilerin gollerini Serdar Dursun, Dzeko ve İrfan Can Kahveci attı."
Spor,Milli judocu Ejder Toktay Azerbaycan'da bronz madalya kazandı,"Milli judocu Ejder Toktay, Azerbaycan'da düzenlenen Bakü Grand Slam müsabakalarında bronz madalya elde etti."
Spor,Antalyaspor'dan hakem kararlarına tepki,"Antalyaspor AŞ Yönetim Kurulu, Trendyol Süper Lig'in 26. haftasında İstanbulspor ile 2-2 berabere kaldıkları maçın ardından hakem yönetimine eleştiride bulundu."
Spor,Lider Liverpool deplasmanda farklı kazandı,"İngiltere Premier Lig lideri Liverpool, deplasmanda Brentford'u 4-1 mağlup etti."
Spor,Kayserispor Ali Karimi'nin sözleşmesini uzattı,"Trendyol Süper Lig ekiplerinden Mondihome Kayserispor, futbolcusu Ali Karimi'nin sözleşmesini 3 yıl uzattığını duyurdu."
Spor,Türkiye Büyükler Salon Atletizm Şampiyonası başladı,"Türkiye Atletizm Federasyonu (TAF) tarafından düzenlenen ve 2 gün sürecek Turkcell Türkiye Büyükler Salon Atletizm Şampiyonası, İstanbul'da başladı."
Spor,Şırnak Gelişim Ligi'nde Cizre Dicle Spor şampiyon oldu,Şırnak'ta düzenlenen ve 10 hafta süren U14 Gelişim Ligi'nde Cizre Dicle Spor şampiyon oldu.
Spor,Galatasaray'ın MKE Ankaragücü maçı kamp kadrosu açıklandı,Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü MKE Ankaragücü'ne konuk olacak Galatasaray'ın kamp kadrosu belli oldu.
Spor,Bilal Erdoğan: Bu kültürel bilinçlenme öz güvene katkı sağlayacaktır,"Dünya Etnospor Konfederasyonu Başkanı Bilal Erdoğan, ""Batı otoriteleri Rusya'yı cezalandıracağım diye genç sporcuları cezalandırıyor. İsrail apaçık soykırıma imza atarken İsrailli sporcularla ilgili benzer bir tavrı Batı ve uluslararası spor otoritelerinden göremiyoruz."" dedi."
Spor,Hakan Çalhanoğlu performansıyla göz dolduruyor,"Inter forması giyen Hakan Çalhanoğlu, performansıyla İtalya'da manşetleri süslemeye devam ediyor. Milan efsanesi Arrigo Sacchi, Hakan için övgü dolu cümleler kullandı."
Spor,Gaziantep FK Samsunspor'u ağırlayacak,"Gaziantep FK, Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü Yılport Samsunspor ile karşılaşacak."
Spor,Hatayspor ile Sivasspor yenişemedi,Trendyol Süper Lig'in 26. haftasında oynanan Atakaş Hatayspor-EMS Yapı Sivasspor maçı 1-1 sona erdi.
Spor,Para badmintoncular Dünya Şampiyonası'na hazır,"Türkiye Para Badminton Milli Takımı, Dünya Şampiyonası'nın hazırlıklarını Ankara'da tamamladı."
Spor,İstanbulspor 90+9'da Antalya'dan puanla döndü,Trendyol Süper Lig'in 26. haftasında oynanan Bitexen Antalyaspor-İstanbulspor maçı 2-2 sona erdi.
Spor,Avrupa ikincisi Kadın Güreş Milli Takımı yurda döndü,"Romanya'da düzenlenen Avrupa Şampiyonası'nda ikinci olan Kadın Güreş Milli Takımı, İstanbul'a geldi."
Spor,Voleybol Milletler Ligi'nde ülke sayıları 18 olacak,"Uluslararası Voleybol Federasyonu (FIVB), Milletler Ligi'nin (VNL) 2025’te kadınlarda ve erkeklerde 18 takıma yükseleceğini duyurdu."
Spor,Cumhurbaşkanı Başdanışmanı Akif Çağatay Kılıç Alperen Berber'i ödüllendirdi,"Cumhurbaşkanı Başdanışmanı Akif Çağatay Kılıç, Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda grekoromen stil 82 kiloda altın madalya kazanan Alperen Berber'e tablet bilgisayar hediye etti."
Spor,Uluslararası Kızılalan Dağ Bisiklet Yarışı Alanya'da başladı,"Antalya'nın Alanya ilçesi düzenlenen ""Uluslararası Kızılalan MTB CUP C2 Dağ Bisiklet Yarışı"" başladı."
Spor,Pistin tozunu attıran minik Zayn babasının izinden gidiyor,"Kullandığı milyonluk araçlarla adından söz ettiren ve Türkiye Pist ve Süpermoto Şampiyonası'nın 3. Ayak Yarışları'nda kariyerinin ilk zaferine ulaşan 4 yaşındaki Zayn Sofuoğlu, her aracı oyuncak gibi rahat kullanmasıyla dikkatleri üzerine çekmeye devam ediyor."
Spor,Potada 38. Türkiye Kupası sahibini bulacak,"Basketbolda 38. kez düzenlenen Erkekler Türkiye Kupası'nda Anadolu Efes ile Fenerbahçe Beko, 18 Şubat Pazar günü Konya'da finalde karşı karşıya gelecek."
Spor,Basketbol Erkekler Türkiye Kupası'nda şampiyon belli olacak,Basketbol Erkekler ING Türkiye Kupası finalinde 18 Şubat Pazar günü Anadolu Efes ile Fenerbahçe Beko karşı karşıya gelecek.
Spor,Milli sporcu Didem Kirazcı kariyerini 3 altın madalyayla noktalamak istiyor,"İşitme engeli milli sporcu Didem Kirazcı, Avrupa, dünya ve olimpiyat şampiyonu olup kariyerini tamamlamak istiyor."
Spor,Bilal Erdoğan: Geleneksel sporlara yerel yönetimlerin de destek sunması gerekiyor,"50 ülkenin temsilcilerinin yer aldığı 6’ıncı Etnospor Forumu Antalya'da başladı. 6. Etnospor Forumu'nda Bakanlar Paneli gerçekleştirildi. Panelde konuşan Dünya Etnospor Konfederasyonu Başkanı Bilal Erdoğan, ""Geleneksel sporlara hükümetlerin yanı sıra belediyelerin, yerel yönetimlerin de destek sunması gerekiyor"" dedi."
Spor,Milli halterci Dilara Narin Avrupa'da 3 altın madalya ile şampiyonluk hedefliyor,"Milli halterci Dilara Narin, Bulgaristan'da düzenlenen Avrupa Şampiyonası'nda koparmada, silkmede ve toplamda 3 altın madalya ile Avrupa şampiyonluğu kazanmak hedefiyle podyuma çıkacağını söyledi."
Spor,"""İlklerin yüzücüsü"" Bengisu'nun ""7 Okyanus"" hedefine 3 adım kaldı","İngiltere ile Fransa arasındaki Manş Denizi'ni en hızlı yüzerek geçen Türk kadını olan 28 yaşındaki ultra maraton yüzücüsü Bengisu Avcı, Yeni Zelanda'daki Cook Boğazı'nı geçerek bir ilke daha imza attı."
Spor,Busenaz Sürmeneli gözünü ikinci olimpiyat şampiyonluğuna dikti:,"Olimpiyatlarda boksta Türkiye'nin ilk ve tek altın madalyalı boksörü olan Busenaz Sürmeneli, ikinci kez olimpiyat şampiyonluğunu kazanarak adını tarihe altın harflerle yazdırmak istiyor."
Spor,Halter Federasyonu haltercilerin performansından memnun,"Türkiye Halter Federasyonu Başkanı Talat Ünlü, Bulgaristan'da düzenlenen Avrupa Halter Şampiyonası'nda şu ana kadar 5'i altın 18 madalya kazanarak gayet güzel bir başarı yakaladıklarını belirtti."
Spor,6. Etnospor Forumu Antalya'da başladı,"Gençlik ve Spor Bakanı Osman Aşkın Bak, ""Spor bir endüstri ve bu endüstri içinde özellikle kültürümüzü, değerlerimizi korumamız gerekiyor. Bu hususta Dünya Etnospor Konfederasyonu vizyon ortaya koydu."" dedi."
Spor,Alanyaspor Adana Demirspor ile karşılaşacak,"Coredon Alanyaspor, Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü Yukatel Adana Demirspor ile karşılaşacak."
Spor,Pendikspor Trabzonspor'u ağırlayacak,"Trendyol Süper Lig'in 26. haftasında Siltaş Yapı Pendikspor, 18 Şubat Pazar günü Trabzonspor'u konuk edecek."
Spor,Deaflympics Kış Olimpiyatları'na 36 ülke katılacak,Erzurum'da düzenlenecek 20. Deaflympics Kış Olimpiyatları'na 36 ülkeden sporcu katılacak.
Spor,Lider Galatasaray MKE Ankaragücü deplasmanında,"Lider Galatasaray, Trendyol Süper Lig'in 26. haftasında 18 Şubat Pazar günü deplasmanda MKE Ankaragücü ile karşılaşacak."
Spor,Ne Kasımpaşa ne Fatih Karagümrük,Trendyol Süper Lig'in 26. haftasında Kasımpaşa sahasında VavaCars Fatih Karagümrük ile 1-1 berabere kaldı.
Spor,Nesrin Baş Avrupa şampiyonu oldu,"Romanya'da düzenlenen Avrupa Güreş Şampiyonası'nda milli sporcu Nesrin Baş, kadınlar 72 kiloda altın madalya kazandı."
Spor,TFF'den zemin uyarısı,"Türkiye Futbol Federasyonu (TFF), saha zemini bozuk olan statlara sahip kulüplere uyarı yazısı gönderildiğini açıkladı."
Spor,VAR'daki hakem konuşmaları yayımlanmaya başlayacak,"Türkiye Futbol Federasyonu (TFF), Trendyol Süper Lig'in 26. haftasından itibaren VAR konuşmalarının kamuoyuyla paylaşılacağını açıkladı."
